id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,MoodScore,ReplayScore,UniquenessScore,NFT_Valuation,Tier,Clean Artist,Track Key,NFT Description,Preview URL,Spotify Link
1krIydpftRXEKhxKBdl4uB,Do I Still Figure In Your Life?,['Joe Cocker'],239507,5/1/69,1969,0.686,0.54,0.321,0.023,0.106,-12.225,0.0294,118.741,0.203,1,7,31,0,0.32855,0.7908270833333333,0.5269567369080013,0.549869000239067,Common,Joe Cocker,do i still figure in your life? - joe cocker,,,
26SWvfvFTd3BXLg3mWCuXT,Jack O' Diamonds,['Odetta'],195373,1956,1956,0.915,0.372,0.236,0.0135,0.153,-7.571,0.0294,172.142,0.452,0,1,9,0,0.3564,0.6825958333333334,9.467198863574668,3.2038082007390667,Legendary,Odetta,jack o' diamonds - odetta,,,
1euDTbMNRPNfKd8zZz4zTT,Give In to Me,['Michael Jackson'],328627,11/13/91,1991,0.152,0.502,0.855,0.000493,0.106,-3.27,0.0305,86.967,0.338,0,4,58,0,0.55995,0.612058,5.090350046634,1.9373078139902,Legendary,Michael Jackson,give in to me - michael jackson,,,
4o74y4XY1ypNZkZtZkK8Wi,I’m So Sorry,['Imagine Dragons'],230200,9/18/14,2014,0.131,0.524,0.679,0.0,0.201,-6.01,0.0565,142.588,0.37,0,2,61,0,0.51665,0.6363416666666667,4.512236146634,1.757217927323533,Legendary,Imagine Dragons,i’m so sorry - imagine dragons,,,
0XG8NIw0RtXdzGAMTN5x97,"Ek Tir Chalanewale Ne Dil Loot Liya (From ""Pugree"")","['Sitara', 'Mukesh']",180467,1/1/48,1948,0.994,0.561,0.433,0.897,0.327,-14.138,0.05,177.197,0.973,0,8,0,0,0.6809999999999999,0.5236895833333333,10.423734453366002,3.548761690176467,Legendary,Sitara,"ek tir chalanewale ne dil loot liya (from ""pugree"") - sitara",,,
5Kpg1A7BOHpBbaT3H3xqd3,GOOD TIME,['Niko Moon'],214707,2/14/20,2020,0.132,0.79,0.646,0.0,0.295,-5.878,0.0447,138.047,0.641,1,5,67,0,0.68,0.7258020833333333,3.781502428634001,1.6264814577568667,Legendary,Niko Moon,good time - niko moon,,,
1k5SJqEowa547mzdn43rYn,Powerman,['The Kinks'],256267,11/27/70,1970,0.36,0.571,0.829,0.44,0.118,-6.858,0.0319,98.412,0.765,1,2,43,0,0.7388999999999999,0.588325,3.168884469758664,1.4151940909275993,Legendary,The Kinks,powerman - the kinks,,,
0m5DasMv0wnyx5RiOzmHkO,Corriente Y Canelo - Tema Remasterizado,['Pedrito Fernández'],179400,1978,1978,0.639,0.481,0.175,0.0,0.234,-12.332,0.055,181.519,0.783,1,7,25,0,0.4947,0.6439354166666666,11.008040605574664,3.700934577505733,Legendary,Pedrito Fernández,corriente y canelo - tema remasterizado - pedrito fernández,,,
6PK9NhUfcPQL5vfkg44dYE,Salsa Y Sabor,['Tito Puente'],181093,12/31/72,1972,0.505,0.727,0.781,0.857,0.329,-4.675,0.0377,116.562,0.821,0,7,38,0,0.7835,0.5976874999999999,0.2725895622393342,0.5651924936718002,Common,Tito Puente,salsa y sabor - tito puente,,,
3szW87j0gVLQmpulz4P8Rf,Express Yourself,['Madonna'],279133,3/21/89,1989,0.356,0.747,0.866,2.81e-05,0.0915,-10.529,0.0289,115.492,0.946,1,0,49,0,0.86825,0.7859013083333333,0.3705271453006646,0.6901111015068659,Common,Madonna,express yourself - madonna,,,
3aLtxGOd6bVuSLb1TA91MD,Refrigerador,['Maná'],227867,7/2/90,1990,0.229,0.72,0.784,0.0,0.0334,-5.456,0.0403,138.054,0.785,0,1,34,0,0.7684,0.7241875,3.801835761967335,1.6629563535902003,Legendary,Maná,refrigerador - maná,,,
4iWx4BfkQq5PjSuCvHtDjp,Hary Janos Suite: 1. Prelude - The Fairy Tale Begins,"['Zoltán Kodály', 'Concertgebouworkest', 'Eduard van Beinum']",216253,1/1/48,1948,0.966,0.0826,0.118,0.894,0.0908,-17.045,0.0404,84.128,0.0348,1,0,0,0,0.0758699999999999,0.4197466666666667,5.799930904699333,1.913445104743133,Legendary,Zoltán Kodály,hary janos suite: 1. prelude - the fairy tale begins - zoltán kodály,,,
0r1saBwbmTXcYqNERKSu7m,Hari Ke Naam Bina Re,['K.C.Dey'],195347,1/1/45,1945,0.985,0.374,0.0978,0.698,0.146,-17.927,0.0478,120.122,0.298,1,11,0,0,0.24693,0.6344458333333334,0.9205015046993346,0.5846319930764671,Common,K.C.Dey,hari ke naam bina re - k.c.dey,,,
2bOZ6oCTs07JuwqJhbDhSm,Out of the Blue,['David Gilmour'],217587,3/5/84,1984,0.666,0.408,0.184,4.36e-06,0.139,-13.218,0.0325,137.575,0.143,1,10,25,0,0.2236,0.7189843266666667,3.720948136908,1.446188955405733,Legendary,David Gilmour,out of the blue - david gilmour,,,
31GIhpOQpKCzlnuPn03pBQ,Junker's Blues,['Champion Jack Dupree'],192707,1958,1958,0.856,0.779,0.155,7.82e-06,0.0974,-21.57,0.112,103.252,0.696,1,5,50,0,0.5274,0.8700063783333334,2.404076575574666,1.2103152050890664,Legendary,Champion Jack Dupree,junker's blues - champion jack dupree,,,
06B7xlY2JUoGhPu8WtFQni,East Of The Sun (And West Of The Moon),['Stan Getz'],381467,1/1/55,1955,0.982,0.615,0.136,0.799,0.107,-17.272,0.0522,145.884,0.448,0,4,22,0,0.38055,0.627225,5.184309378032666,1.9080140634098,Legendary,Stan Getz,east of the sun (and west of the moon) - stan getz,,,
4az21DLx6NGh3RtmY0ALAs,"Day in, Day Out",['Duke Ellington'],257933,8/23/46,1946,0.987,0.286,0.24,0.947,0.252,-16.337,0.0367,69.412,0.3,0,10,1,0,0.2754999999999999,0.4410583333333333,8.166497571365998,2.700744688076466,Legendary,Duke Ellington,"day in, day out - duke ellington",,,
48zAaZoXJxURbEHzxDDHXy,Down in a Hole,['Alice In Chains'],337827,1990,1990,0.014,0.358,0.819,0.000141,0.124,-5.495,0.0328,97.197,0.434,1,6,31,0,0.54975,0.5626585000000001,3.4104087133006646,1.4124655889901994,Legendary,Alice In Chains,down in a hole - alice in chains,,,
1MiziXJvC6HhBSJZHp0a2h,Dandole Remix,"['Omega', 'Gocho', 'Jo-Well']",241680,4/28/11,2011,0.046,0.811,0.773,1.87e-05,0.912,-5.564,0.0519,117.026,0.874,0,0,55,0,0.8229,0.7462994916666665,0.3558326453006673,0.6559696156735335,Common,Omega,dandole remix - omega,,,
0C5BIoHE7IChYOGg8RA2j2,You Won't Change Me - 2013 Remaster,['Black Sabbath'],398227,9/25/76,1976,0.125,0.234,0.714,0.000894,0.226,-9.829,0.0403,142.01,0.15,1,0,29,0,0.3683999999999999,0.5491223333333334,4.507587146633999,1.6734089606568665,Legendary,Black Sabbath,you won't change me - 2013 remaster - black sabbath,,,
0QB6ZLsS8Uem91pBo9dzUb,Bandala,['The Partridge Family'],149107,1970,1970,0.422,0.785,0.654,0.0,0.128,-7.931,0.0327,117.505,0.748,1,5,23,0,0.72435,0.8147020833333333,0.3278357619673339,0.6370189577568668,Common,The Partridge Family,bandala - the partridge family,,,
6ly2pz5rBEX5MAm8UbSR0X,Часть 26.2 - На Западном фронте без перемен,['Эрих Мария Ремарк'],172700,1929,1929,0.0234,0.689,0.321,0.0,0.0651,-17.094,0.949,141.413,0.694,1,11,0,1,0.5622,0.6667695833333332,4.35324731976067,1.7361135500948677,Legendary,Эрих Мария Ремарк,часть 26.2 - на западном фронте без перемен - эрих мария ремарк,,,
0l6B40r8GpsS4DA0Uk9n1P,Medicate,['Breaking Benjamin'],225707,1/1/02,2002,0.00038,0.536,0.913,0.615,0.101,-6.588,0.0474,120.024,0.349,1,4,41,0,0.5931500000000001,0.507076,0.8610254544253348,0.6433867363276005,Common,Breaking Benjamin,medicate - breaking benjamin,,,
7gvBrvtYLAT0mLdsqySZyK,(There You Go) Tellin' Me No Again,['Keith Sweat'],305973,3/5/91,1991,0.285,0.658,0.524,0.0,0.123,-10.786,0.0323,112.003,0.66,0,3,28,0,0.6119,0.7377395833333333,0.8443651619673319,0.7256834027568662,Rare,Keith Sweat,(there you go) tellin' me no again - keith sweat,,,
6cnHfZVGarCNmprtOSohVZ,High of 75,['Relient K'],147813,11/2/04,2004,0.00222,0.604,0.91,0.0,0.15,-5.297,0.0443,136.926,0.674,1,11,45,0,0.7391000000000001,0.6463815,3.634799095300666,1.5753582535902,Legendary,Relient K,high of 75 - relient k,,,
2sWO2KRON0WZodCs1w1qzc,La Batuta - Instrumental (Remasterizado),['Francisco Canaro'],169000,10/22/29,1929,0.994,0.747,0.22,0.822,0.313,-11.394,0.0602,116.889,0.66,0,7,0,0,0.52775,0.71091875,0.3742344533660006,0.5458043985098002,Common,Francisco Canaro,la batuta - instrumental (remasterizado) - francisco canaro,,,
4n9pxaY7bTDMnw9biuCkhu,Easy Wind - 2013 Remaster,['Grateful Dead'],299090,1970,1970,0.498,0.468,0.622,0.0216,0.236,-11.257,0.0393,175.359,0.93,1,9,43,0,0.7067,0.61926875,9.95196238111467,3.4496777768344007,Legendary,Grateful Dead,easy wind - 2013 remaster - grateful dead,,,
69zxj1EFDfAouZu9JDmQld,Secrets - Radio Edit,"['Tiësto', 'KSHMR', 'VASSY']",216967,4/3/15,2015,0.0012,0.677,0.811,0.00761,0.0896,-4.53,0.043,128.004,0.185,0,11,64,0,0.5271,0.6847624999999999,2.175275686634,1.0767345809902,Legendary,Tiësto,secrets - radio edit - tiësto,,,
75HYhujFXgY5ugYwT1azLC,Hooked on a Feeling - Rerecorded,['B.J. Thomas'],166520,1/1/09,2009,0.401,0.347,0.476,0.0,0.124,-10.121,0.0312,129.654,0.54,1,9,52,0,0.46935,0.6641875,2.2859727797606677,1.0825299589282005,Legendary,B.J. Thomas,hooked on a feeling - rerecorded - b.j. thomas,,,
3eK4wjqlu0VTyYfFslitl0,Sana Maulit Muli,['Gary Valenciano'],278314,1987,1987,0.846,0.303,0.183,0.000661,0.113,-15.349,0.0283,92.911,0.127,1,0,36,0,0.1906,0.7034993333333334,4.159368096907999,1.560745195739066,Legendary,Gary Valenciano,sana maulit muli - gary valenciano,,,
74j34STf8L6uADnTN69ohv,El Efecto - Remix,"['Rauw Alejandro', 'Chencho Corleone', 'KEVVO', 'Bryant Myers', 'Lyanno', 'Dalex']",289899,12/13/19,2019,0.18,0.771,0.769,1.57e-05,0.345,-3.504,0.0694,167.969,0.931,0,0,85,1,0.8343,0.6673606583333334,8.826166478634,3.1734311740068666,Legendary,Rauw Alejandro,el efecto - remix - rauw alejandro,,,
0izlKRPF1d1rs7ylcmZMjb,Raat Ki Malka Ban Than Ke,['Zohrabai Ambalawali'],221848,12/31/44,1944,0.995,0.499,0.22,0.86,0.198,-15.254,0.0745,128.986,0.542,0,7,0,0,0.41855,0.6149791666666667,2.3492265800326666,1.0665031823431332,Legendary,Zohrabai Ambalawali,raat ki malka ban than ke - zohrabai ambalawali,,,
3Rs7eZ7c0N5NwNvGBMD4Va,Serenity,['Eva Slott'],139593,9/10/19,2019,0.978,0.422,0.0332,0.886,0.103,-24.949,0.0378,97.871,0.05,1,0,67,0,0.13712,0.5545979166666667,3.4651309046993326,1.281640542243133,Legendary,Eva Slott,serenity - eva slott,,,
4F70zhPoaDkuFp2sJkEfs0,Harlan County,['Jim Ford'],207133,1/1/69,1969,0.145,0.641,0.834,5.1e-05,0.199,-5.055,0.0624,118.783,0.867,1,3,24,0,0.79895,0.7187518333333334,0.6128272619673348,0.7150438202568671,Rare,Jim Ford,harlan county - jim ford,,,
5x6EGByCHCfGtVCwg1Z1PG,Shout Shout (Knock Yourself Out),['Ernie Maresca'],130093,1962,1962,0.273,0.654,0.721,0.0,0.344,-8.476,0.139,94.851,0.967,1,8,39,0,0.80265,0.69840625,3.788365161967332,1.6618792360901995,Legendary,Ernie Maresca,shout shout (knock yourself out) - ernie maresca,,,
5TceQ9p45y407K6lxJgvAy,Dance with Me,['Orleans'],200533,1975,1975,0.503,0.565,0.384,6.29e-05,0.293,-11.263,0.027,98.377,0.508,1,2,37,0,0.47885,0.7250363583333332,3.059308986908,1.3391529214890665,Legendary,Orleans,dance with me - orleans,,,
6H9UjaKlsFizjUKPcQGSMO,"Join the Band - Live at Lisner Auditorium, Washington, DC, 8/10/1977",['Little Feat'],114293,2/2/88,1988,0.192,0.288,0.357,0.0,0.943,-19.985,0.0746,86.292,0.191,1,2,30,0,0.27335,0.554575,5.216243771093998,1.8546468813281995,Legendary,Little Feat,"join the band - live at lisner auditorium, washington, dc, 8/10/1977 - little feat",,,
3F1ZxenAFsMvGDfpdrhxAb,The Big Payback,['EPMD'],290400,4/1/89,1989,0.0453,0.913,0.465,0.0,0.0732,-14.524,0.321,102.554,0.301,0,1,27,1,0.5114000000000001,0.7466141666666667,2.514534977760665,1.194665451661533,Legendary,EPMD,the big payback - epmd,,,
2p05iXZ7jG5D0JtV0JQIyl,Часть 49.4 & Часть 50.1 - Триумфальная арка,['Эрих Мария Ремарк'],95088,1945,1945,0.391,0.713,0.149,1.48e-06,0.228,-18.187,0.68,128.624,0.623,1,0,0,1,0.4796,0.7741329633333333,2.1813137397606672,1.0932006590948666,Legendary,Эрих Мария Ремарк,часть 49.4 & часть 50.1 - триумфальная арка - эрих мария ремарк,,,
4gqe9VNIjgQAq7ZI8OacRC,My Ol' Four Wheel Drive,['Mel McDaniel'],156973,2/22/85,1985,0.627,0.756,0.654,0.0,0.0696,-5.882,0.029,119.308,0.701,1,4,30,0,0.6982999999999999,0.8507583333333334,0.6267369211146692,0.7301914930010673,Rare,Mel McDaniel,my ol' four wheel drive - mel mcdaniel,,,
6qvzWhFE709g9DjtUupW22,Let It Burn,['Avatar'],212467,2/14/12,2012,0.00013,0.597,0.942,0.00281,0.15,-3.853,0.031,114.977,0.616,1,9,45,0,0.7253499999999999,0.6679589166666666,0.4478751619673313,0.6220206694235326,Common,Avatar,let it burn - avatar,,,
13Mzsb8VzRSZ5w3pM48cn6,The Rubberband Man,['The Spinners'],213000,1976,1976,0.74,0.801,0.446,0.038,0.0832,-14.605,0.0735,97.898,0.925,1,10,66,0,0.72635,0.8327541666666667,3.264077878907999,1.524909822005733,Legendary,The Spinners,the rubberband man - the spinners,,,
1JQJisbyySFbJVQtNiUGAH,"Chopin: Nocturne No. 12 in G Major, Op. 37 No. 2","['Frédéric Chopin', 'Arthur Rubinstein']",397280,1928,1928,0.994,0.334,0.0435,0.929,0.177,-23.385,0.0435,59.179,0.0637,0,9,10,0,0.124205,0.4400395833333333,9.934297571365995,3.177774875576466,Legendary,Frédéric Chopin,"chopin: nocturne no. 12 in g major, op. 37 no. 2 - frédéric chopin",,,
0I9TEuthZPjbNZSJcANkD2,Gagane Krishna Megh Dole,['Sandhya Mukherjee'],222040,12/1/51,1951,0.982,0.457,0.348,0.268,0.22,-13.426,0.0417,108.465,0.745,0,11,0,0,0.5340499999999999,0.74246875,1.4952559800326648,0.8953583565097993,Legendary,Sandhya Mukherjee,gagane krishna megh dole - sandhya mukherjee,,,
0c1g0H2Kky6iBg2WkjGaOI,Dancing In The Light,['The Rolling Stones'],261507,5/12/72,1972,0.0274,0.38,0.945,2.18e-05,0.234,-3.398,0.0449,83.552,0.845,1,7,29,0,0.7637499999999999,0.5435412166666667,5.736786988633997,2.1785880224235323,Legendary,The Rolling Stones,dancing in the light - the rolling stones,,,
5Y67sAjZpir4N0PTBsIogb,You're the Love,['Seals and Crofts'],200027,1978,1978,0.0561,0.659,0.687,0.00168,0.212,-11.976,0.0396,112.947,0.887,1,0,36,0,0.76,0.69380625,0.7900684953006648,0.7458527360901994,Rare,Seals and Crofts,you're the love - seals and crofts,,,
6sghEq6gM4Ugadwa12H7Sa,Freak Hoe,['Speaker Knockerz'],165373,4/18/13,2013,0.1,0.794,0.871,0.0,0.384,-6.797,0.0632,89.997,0.729,0,11,54,0,0.7949499999999999,0.69569375,4.6348651619673324,1.9121848610901997,Legendary,Speaker Knockerz,freak hoe - speaker knockerz,,,
0f2HoOAhmbJdO26eZGLqIV,All Of Me,['Sarah Vaughan'],198360,3/1/57,1957,0.706,0.583,0.25,0.0,0.094,-10.993,0.0593,128.256,0.578,0,4,33,0,0.46445,0.7988999999999999,2.0930484789080013,1.0700870436724004,Legendary,Sarah Vaughan,all of me - sarah vaughan,,,
2If89DLgyxim3AnIcauAnh,Go Long (feat. Z-Ro & Slim Thug),"['Nipsey Hussle', 'Z:RO', 'Slim Thug']",296053,10/22/13,2013,0.189,0.742,0.682,0.0,0.156,-9.033,0.0414,101.026,0.143,1,8,48,1,0.4814,0.7208708333333333,2.772440086633999,1.2525268176568662,Legendary,Nipsey Hussle,go long (feat. z-ro & slim thug) - nipsey hussle,,,
15YmUI1xnosB9gIBpQhWt3,My One And Only You,['Conway Twitty'],144307,1/1/59,1959,0.691,0.592,0.485,0.000243,0.0413,-11.364,0.0387,127.442,0.653,1,9,8,0,0.5789500000000001,0.8002350833333334,1.929674645574667,1.0616171728390666,Legendary,Conway Twitty,my one and only you - conway twitty,,,
3zUEYXUSi21F4pk73F7aes,Quien Eres Tu?,['Nelson Ned'],257693,1/1/00,2000,0.858,0.379,0.368,3.76e-05,0.296,-13.12,0.0326,133.361,0.341,0,6,43,0,0.35995,0.7574551833333333,2.9917759302413334,1.2886245932390668,Legendary,Nelson Ned,quien eres tu? - nelson ned,,,
1vluT3svKanBmGiWmhJTsH,Fabulous,"['Phineas', 'Bobby Fabulous']",88933,1/1/09,2009,0.0106,0.773,0.841,0.0,0.337,-4.086,0.216,122.911,0.512,1,2,47,0,0.6924,0.7279554166666666,1.292644019967335,0.8849176018235339,Legendary,Phineas,fabulous - phineas,,,
1PSP9fxy8NGqcnPSkrcl9C,"Mammas Don't Let Your Babies Grow up to Be Cowboys - Live at Harrah's Casino, Lake Tahoe, NV - April 1978",['Willie Nelson'],213600,11/1/78,1978,0.494,0.437,0.407,0.0,0.708,-10.541,0.0406,178.1,0.489,1,9,30,0,0.4473,0.6088583333333333,10.346782196908,3.473690075739067,Legendary,Willie Nelson,"mammas don't let your babies grow up to be cowboys - live at harrah's casino, lake tahoe, nv - april 1978 - willie nelson",,,
0iNDW91QOyq2n2WHNuufEo,Esta Llorando Mi Corazon - En Vivo En Cd. Altamirano México / 2006,['Beto Y Sus Canarios'],174693,1/1/06,2006,0.132,0.685,0.732,1.4e-06,0.0715,-4.373,0.058,112.814,0.961,1,5,50,0,0.8118500000000001,0.7169288166666666,0.8240315953006664,0.7822820644235332,Rare,Beto Y Sus Canarios,esta llorando mi corazon - en vivo en cd. altamirano méxico / 2006 - beto y sus canarios,,,
338tCzAxBby6u0nTTNmpXR,Firecracker,['Martin Denny'],149587,1/1/59,1959,0.197,0.462,0.641,0.000163,0.329,-11.259,0.0308,141.041,0.75,0,4,12,0,0.6398500000000001,0.6341238333333333,4.257967388634,1.7232810582568667,Legendary,Martin Denny,firecracker - martin denny,,,
7LGWqUyCnlE8tvzMaI00If,The Kids Are Alright,['The Who'],164907,10/30/71,1971,0.0895,0.282,0.659,7.23e-05,0.19,-8.606,0.0377,135.078,0.709,1,2,27,0,0.58475,0.5710694249999999,3.3082325053006687,1.3970065503402005,Legendary,The Who,the kids are alright - the who,,,
2Z7T6FwHvmogPEmjdAQaq5,Tipsy - Main Version - Explicit,['T-Pain'],189747,6/5/07,2007,0.00483,0.582,0.672,0.0,0.299,-6.407,0.0596,165.038,0.253,0,7,42,1,0.4819,0.5817368333333333,8.297939019967336,2.8616545976568672,Legendary,T-Pain,tipsy - main version - explicit - t-pain,,,
3RedGot1pJgsFtCkiYC5Ni,That's All - Single Version,['Ben Webster'],174773,1/1/54,1954,0.961,0.405,0.138,0.0233,0.0976,-13.45,0.0716,78.074,0.309,0,7,14,0,0.27315,0.7205291666666667,6.607761596907999,2.330116187405733,Legendary,Ben Webster,that's all - single version - ben webster,,,
04VArZKHm1xesMxqnsutDY,I'm Dreamin',['Christopher Williams'],303707,3/5/91,1991,0.249,0.788,0.745,7.66e-06,0.25,-9.342,0.0581,110.133,0.688,1,6,55,0,0.73295,0.765641835,1.2251972186339994,0.8920663078401998,Legendary,Christopher Williams,i'm dreamin' - christopher williams,,,
5FtIZQSAKBKitEkBMcwV8E,"Clarinet Concerto in A Major, K. 622: III. Rondo. Allegro","['Wolfgang Amadeus Mozart', 'Sir John Barbirolli', 'New York Philharmonic']",558613,1942,1942,0.99,0.408,0.182,0.861,0.0734,-14.076,0.038,116.05,0.51,1,9,0,0,0.3697,0.5969208333333333,0.3339975713659992,0.4385165630764664,Common,Wolfgang Amadeus Mozart,"clarinet concerto in a major, k. 622: iii. rondo. allegro - wolfgang amadeus mozart",,,
4ZT2Xki1u0HjBmMS6xbLsA,Drowned,['The Who'],326747,10/19/73,1973,0.017,0.4,0.95,0.104,0.39,-8.937,0.0568,124.162,0.509,1,0,30,0,0.6361,0.5887291666666666,1.4855694799673351,0.8743610523235339,Legendary,The Who,drowned - the who,,,
54WTzhn5jXAKhPTy6CF3Bn,Sweet Country Music,['Atlanta'],214933,3/27/84,1984,0.0607,0.402,0.671,0.0,0.12,-10.099,0.0409,108.166,0.514,1,2,31,0,0.54095,0.6080858333333333,1.5291488799673325,0.8609072056568663,Legendary,Atlanta,sweet country music - atlanta,,,
7uNV9LjVf5R3eVoRao44UK,Beach Side Property,['Modest Mouse'],419467,4/16/96,1996,0.366,0.518,0.671,0.0032,0.172,-8.794,0.063,109.697,0.46,1,5,34,0,0.5483500000000001,0.7063354166666667,1.212232213300665,0.8028095598235329,Rare,Modest Mouse,beach side property - modest mouse,,,
2A7ZlQRIhZhsJC7bk7hGNB,I Just Wanna Party,"['Yelawolf', 'Gucci Mane']",311773,1/1/10,2010,0.00816,0.785,0.566,9.05e-05,0.799,-8.488,0.438,160.01,0.611,1,1,50,1,0.63875,0.6537552083333333,7.443460678634,2.6854150265068664,Legendary,Yelawolf,i just wanna party - yelawolf,,,
